artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
paloma faith,only love can hurt like this,232893,FALSE,2014,80,58.05128205,88.58858859,8,-4.528,1,14.20138889,10.72788354,9.97E-05,39.15592028,31.24357657,90.99,pop,3.88155
kiesza,hideaway,251986,FALSE,2014,64,85.94871795,72.07207207,7,-4.135,0,8.385416667,9.652855543,0.00696,9.050410317,20.86330935,122.993,pop,4.199766667
ariana grande,break free,214840,FALSE,2014,0,70.46153846,70.27027027,7,-5.324,0,7.899305556,0.71668533,4.35E-05,23.91559203,29.18807811,129.956,pop,3.580666667
kid ink,show me (feat. chris brown),217800,TRUE,2014,68,72.92307692,50.85085085,7,-7.299,1,8.715277778,3.975363942,0,16.52989449,68.1397739,98.098,hip hop,3.63
tove lo,talking body,238426,TRUE,2014,66,75.48717949,76.17617618,4,-5.449,0,5.868055556,10.8174692,0,9.648300117,11.71634121,119.999,pop,3.973766667
chris brown,loyal (feat. lil wayne & tyga),264946,TRUE,2014,72,86.25641026,52.25225225,10,-5.963,0,8.506944444,1.881298992,1.37E-06,22.03985932,63.30935252,99.059,hip hop,4.415766667
onerepublic,love runs out,224226,FALSE,2014,59,73.74358974,93.59359359,7,-3.752,1,10.22569444,18.70100784,0,11.40679953,75.84789311,120.022,pop,3.7371
olly murs,up (feat. demi lovato),224293,FALSE,2014,0,70.76923077,84.58458458,9,-4.676,1,5.885416667,2.161254199,0,11.84056272,65.57040082,114.948,pop,3.738216667
peking duk,high (feat. nicole millar),228000,FALSE,2014,48,53.84615385,80.38038038,0,-4.052,0,8.541666667,0.144456887,0.000868,33.99765533,39.36279548,100.094,Dance/Electronic,3.8
ed sheeran,don't,219840,FALSE,2014,72,82.66666667,60.86086086,1,-7.008,1,11.44097222,1.265397536,0,74.44314185,87.25590956,95.049,pop,3.664
ariana grande,love me harder,236133,FALSE,2014,74,48.41025641,71.47147147,1,-4.389,0,5.798611111,1.049272116,0,8.956623681,24.6659815,98.992,pop,3.93555
enrique iglesias,bailando - spanish version,243386,FALSE,2014,66,73.64102564,79.27927928,7,-3.519,1,18.22916667,5.22956327,3.65E-06,4.677608441,98.663926,90.949,pop,4.056433333
avicii,hey brother,255093,FALSE,2013,2,55.8974359,78.07807808,7,-4.867,0,7.569444444,3.460246361,4.64E-05,9.706916764,47.0709147,125.014,pop,4.25155
jessie j,bang bang,199386,FALSE,2014,77,72.41025641,78.67867868,0,-3.417,0,15.79861111,29.11534155,0,44.54865182,77.18396711,150.028,hip hop,3.3231
duke dumont,i got u,285596,FALSE,2014,67,65.23076923,76.17617618,9,-7.752,0,6.076388889,0.422172452,0.00784,9.976553341,47.58478931,120.837,pop,4.759933333
gorgon city,ready for your love,198880,FALSE,2014,61,69.43589744,75.37537538,5,-7.038,1,26.73611111,5.9462486,0.0128,39.03868699,48.40698869,121.939,pop,3.314666667
taylor swift,style,231000,FALSE,2014,61,60.30769231,79.17917918,7,-5.595,1,6.979166667,0.274356103,0.00258,13.83352872,50.05138746,94.933,pop,3.85
mkto,classic,175426,FALSE,2012,82,73.84615385,79.17917918,1,-4.689,1,21.52777778,4.300111982,0,18.4056272,77.69784173,102.071,hip hop,2.923766667
ariana grande,problem,193920,FALSE,2014,73,67.69230769,80.58058058,1,-5.352,0,26.5625,2.150055991,8.83E-06,18.64009379,64.23432682,103.008,pop,3.232
charli xcx,boom clap,169866,FALSE,2014,49,67.58974359,91.19119119,4,-2.28,1,13.64583333,17.24524076,0.000304,22.3915592,59.1983556,91.999,pop,2.8311
one direction,steal my girl,228133,FALSE,2014,79,54.97435897,76.87687688,10,-5.948,0,6.024305556,0.484882419,0,13.36459555,56.01233299,77.217,pop,3.802216667
tiësto,red lights,263890,FALSE,2013,0,66.97435897,82.98298298,10,-4.783,1,6.545138889,0.082754759,1.50E-06,26.37749121,56.01233299,124.989,pop,4.398166667
selena gomez,the heart wants what it wants,227360,FALSE,2014,58,63.17948718,78.97897898,7,-4.874,0,6.545138889,5.935050392,0,16.64712778,63.82322713,83.066,pop,3.789333333
rita ora,i will never let you down,203466,FALSE,2014,65,77.23076923,80.18018018,4,-3.215,1,5.138888889,45.1287794,0,15.00586166,81.6032888,128.011,hip hop,3.3911
5 seconds of summer,she looks so perfect,202496,FALSE,2014,74,50.66666667,95.1951952,9,-4.237,1,22.91666667,0.063717805,0,38.33528722,45.32374101,160.025,pop,3.374933333
the script,superheroes,245466,FALSE,2014,74,50.25641026,88.58858859,3,-4.121,1,6.875,0.244120941,0,8.686987104,65.77595067,166.996,pop,4.0911
taylor swift,shake it off,219200,FALSE,2014,79,66.35897436,80.08008008,7,-5.384,1,28.64583333,7.245240761,0,39.15592028,96.81397739,160.078,pop,3.653333333
one direction,night changes,226600,FALSE,2014,83,68.92307692,52.05205205,8,-7.747,1,6.128472222,96.19260918,0,13.48182884,38.02672148,120.001,pop,3.776666667
ed sheeran,sing,235382,FALSE,2014,69,83.8974359,67.06706707,8,-4.451,0,8.194444444,34.04255319,1.22E-06,7.045720985,96.50565262,119.988,pop,3.923033333
alesso,heroes (we could be),209866,FALSE,2014,52,53.43589744,75.47547548,5,-4.144,1,11.00694444,4.176931691,0,28.01875733,36.17677287,125.876,pop,3.497766667
tiësto,wasted,188371,FALSE,2014,0,66.15384615,83.28328328,2,-5.595,1,5.104166667,0.118701008,0.00264,23.32942556,38.54059609,112.028,pop,3.139516667
g.r.l.,ugly heart,198306,FALSE,2014,64,66.66666667,78.67867868,9,-5.488,1,8.038194444,2.127659574,0,37.86635404,45.83761562,124.96,pop,3.3051
coldplay,a sky full of stars,267866,FALSE,2014,80,55.8974359,67.56756757,6,-6.474,1,4.84375,0.690929451,0.00197,24.5017585,16.64953751,124.97,rock,4.464433333
clean bandit,rather be (feat. jess glynne),227833,FALSE,2014,72,81.94871795,58.65865866,11,-6.735,1,6.545138889,18.14109742,2.03E-06,22.62602579,56.42343268,120.97,pop,3.797216667
zedd,stay the night - featuring hayley williams of paramore,217346,FALSE,2014,63,61.12820513,73.87387387,8,-3.109,1,7.135416667,12.20604703,0,11.10199297,47.37923947,127.961,hip hop,3.622433333
sia,elastic heart,257200,FALSE,2014,70,43.17948718,79.17917918,9,-4.998,1,8.611111111,1.31019037,1.48E-05,17.11606096,51.28468654,130.075,pop,4.286666667
one direction,story of my life,245493,FALSE,2013,81,61.53846154,66.36636637,3,-5.802,1,8.28125,25.19596865,0,13.95076202,29.39362795,121.07,pop,4.09155
omarion,post to be (feat. chris brown & jhene aiko),226580,TRUE,2014,55,75.17948718,67.66766767,10,-5.655,0,7.5,7.805151176,0,24.38452521,72.04522097,97.448,hip hop,3.776333333
echosmith,cool kids,237626,FALSE,2013,71,73.74358974,67.16716717,8,-6.279,1,5.833333333,4.165733483,8.21E-06,14.06799531,80.78108941,130.027,pop,3.960433333
vance joy,riptide,204280,FALSE,2014,80,49.64102564,73.17317317,1,-6.694,1,6.579861111,48.26427772,0,17.70222743,52.41521069,101.654,rock,3.404666667
beyoncé,drunk in love (feat. jay-z),323480,TRUE,2014,70,60.41025641,62.16216216,5,-6.902,0,8.125,1.085106383,0.00104,21.21922626,41.21274409,140.03,pop,5.391333333
maroon 5,sugar,235493,TRUE,2014,0,76.30769231,78.37837838,1,-7.077,1,5.850694444,6.192609183,0,10.08206331,90.95580678,120.042,pop,3.924883333
ella henderson,ghost,213213,FALSE,2014,63,69.74358974,84.08408408,9,-3.823,1,7.1875,5.117581187,8.66E-06,16.76436108,48.09866393,104.975,pop,3.55355
chris brown,new flame (feat. usher & rick ross),244226,TRUE,2014,67,72,62.96296296,1,-4.292,1,7.118055556,5.666293393,0,11.28956624,45.83761562,141.967,hip hop,4.070433333
sheppard,geronimo,218227,FALSE,2014,0,72.51282051,77.17717718,7,-6.275,1,13.59375,48.60022396,0.0013,13.48182884,44.91264132,142.016,pop,3.637116667
olly murs,wrapped up (feat. travie mccoy),185640,FALSE,2014,0,80.71794872,84.88488488,1,-4.696,1,9.53125,10.24636058,0,17.58499414,97.327852,121.989,pop,3.094
sam smith,money on my mind,192670,FALSE,2014,62,70.56410256,84.18418418,2,-5.217,1,31.07638889,22.8443449,0.000295,26.84642438,76.36176773,133.912,pop,3.211166667
jason derulo,trumpets,217306,FALSE,2013,53,64.30769231,70.37037037,0,-4.884,1,40.97222222,63.04591265,0,11.27784291,65.77595067,81.897,hip hop,3.621766667
nicki minaj,bed of lies,269946,TRUE,2014,53,73.43589744,67.06706707,11,-5.779,1,33.68055556,28.1075028,0,12.77842907,12.74409044,86.01,hip hop,4.4991
nick jonas,jealous - remix,222213,TRUE,2014,0,70.25641026,70.97097097,11,-3.578,0,12.98611111,1.478163494,0,52.989449,51.79856115,93.047,pop,3.70355
mark ronson,uptown funk (feat. bruno mars),269666,TRUE,2015,82,87.79487179,60.96096096,0,-7.223,1,14.30555556,0.896976484,8.15E-05,4.032825322,95.37512847,114.988,pop,4.494433333
ed sheeran,thinking out loud,281560,FALSE,2014,81,80.1025641,44.54454454,2,-6.061,1,5.121527778,53.07950728,0,21.57092614,60.73997945,78.998,pop,4.692666667
wiz khalifa,see you again (feat. charlie puth),229525,FALSE,2015,81,70.66666667,48.14814815,10,-7.503,1,14.14930556,41.32138858,1.03E-06,7.608440797,29.08530319,80.025,hip hop,3.825416667
justin bieber,what do you mean?,205680,FALSE,2015,77,86.66666667,56.75675676,5,-8.118,0,16.59722222,66.06942889,0.00142,9.507620164,81.50051387,125.02,pop,3.428
major lazer,lean on (feat. mø & dj snake),176561,FALSE,2015,73,74.15384615,80.98098098,7,-3.081,0,10.85069444,0.387458007,0.00123,66.23681125,28.16032888,98.007,hip hop,2.942683333
the weeknd,"earned it (fifty shades of grey) - from the ""fifty shades of grey"" soundtrack",252226,FALSE,2014,76,67.58974359,38.13813814,2,-5.922,0,5.277777778,43.1131019,0,11.3950762,43.78211716,119.844,pop,4.203766667
calvin harris,outside (feat. ellie goulding),227266,FALSE,2014,78,66.25641026,82.38238238,2,-4.123,0,6.840277778,23.85218365,0,37.74912075,42.95991778,128.035,hip hop,3.787766667
david guetta,"hey mama (feat. nicki minaj, bebe rexha & afrojack)",192560,FALSE,2014,75,61.12820513,73.07307307,9,-4.091,1,26.21527778,26.87569989,0,38.10082063,53.95683453,85.979,hip hop,3.209333333
demi lovato,cool for the summer,214746,TRUE,2015,0,60.1025641,61.36136136,5,-5.593,0,6.701388889,0.493840985,0.000183,10,32.78520041,114.101,pop,3.5791
taylor swift,blank space,231826,FALSE,2014,82,77.94871795,70.37037037,5,-5.412,1,9.375,11.53415454,0,10.70339977,58.58170606,95.997,pop,3.863766667
the weeknd,the hills,242253,TRUE,2015,84,60,56.45645646,0,-7.063,0,8.940972222,7.51399776,0,15.82649472,14.08016444,113.003,pop,4.03755
the neighbourhood,daddy issues,260173,FALSE,2015,85,60.30769231,52.15215215,10,-9.461,1,5.711805556,7.592385218,0.149,14.41969519,34.63514902,85.012,rock,4.336216667
deorro,five more hours,211975,FALSE,2015,66,71.69230769,88.38838839,5,-3.226,0,38.02083333,3.225083987,0,95.77960141,51.28468654,127.961,pop,3.532916667
avicii,the nights,176658,FALSE,2014,85,54.05128205,83.58358358,6,-5.298,1,7.517361111,1.858902576,0,29.19109027,67.21479959,125.983,pop,2.9443
adam lambert,ghost town,208330,TRUE,2015,46,72.1025641,73.67367367,4,-5.709,0,7.986111111,20.82866741,1.92E-05,20.3985932,28.16032888,119.955,pop,3.472166667
rae sremmurd,no type,200080,TRUE,2015,71,91.38461538,48.64864865,6,-7.803,1,27.60416667,1.769316909,3.78E-06,10.84407972,24.56320658,125.01,hip hop,3.334666667
taylor swift,bad blood,200106,FALSE,2015,70,67.07692308,65.56556557,11,-7.388,0,18.40277778,3.292273236,0,16.2954279,22.71325797,170.16,pop,3.3351
flo rida,gdfr (feat. sage the gemini & lookas),190185,FALSE,2015,49,67.38461538,82.78278278,5,-4.036,1,12.74305556,0.078835386,0.00534,7.620164127,70.91469681,145.889,hip hop,3.16975
robin schulz,sugar (feat. francesco yates),219043,FALSE,2015,76,65.23076923,81.58158158,5,-5.098,0,10.08680556,2.071668533,0,19.10902696,65.36485098,123.063,pop,3.650716667
calvin harris,how deep is your love,212640,FALSE,2015,76,75.69230769,86.88688689,11,-4.373,0,12.69097222,4.389697648,0.00169,45.48651817,34.5323741,122.003,hip hop,3.544
philip george,wish you were mine - radio edit,177560,FALSE,2014,65,67.07692308,83.28328328,7,-4.164,0,5.086805556,1.410974244,0.0901,11.95779601,41.82939363,123.002,pop,2.959333333
fall out boy,centuries,228360,FALSE,2015,80,40.30769231,85.88588589,4,-2.868,0,12.65625,0.402015677,0,11.95779601,57.55395683,176.042,rock,3.806
lost frequencies,are you with me - radio edit,138842,FALSE,2014,33,79.58974359,57.45745746,5,-9.882,0,5.503472222,52.18365062,7.83E-05,15.35756155,42.34326824,121.03,pop,2.314033333
twenty one pilots,stressed out,202333,FALSE,2015,83,75.28205128,63.76376376,4,-5.677,0,24.47916667,5.173572228,2.29E-05,7.057444314,66.59815005,169.977,rock,3.372216667
fifth harmony,worth it (feat. kid ink),224573,FALSE,2015,73,90.66666667,76.57657658,8,-3.865,1,15.3125,7.054871221,7.04E-06,13.83352872,61.04830421,99.987,pop,3.742883333
kaleo,way down we go,219560,FALSE,2015,63,60.51282051,57.85785786,10,-5.798,0,9.166666667,68.53303471,0.000162,9.812426729,27.13257965,81.663,rock,3.659333333
sam smith,like i can,167065,FALSE,2014,79,67.28205128,62.76276276,7,-6.627,0,6.579861111,38.40985442,2.17E-05,14.53692849,49.43473792,99.933,pop,2.784416667
major lazer,light it up (feat. nyla & fuse odg) - remix,166138,FALSE,2015,49,76.51282051,87.78778779,9,-3.782,0,11.5625,4.199328108,0.000833,27.31535756,77.18396711,107.985,hip hop,2.768966667
martin solveig,intoxicated - new radio mix,159693,FALSE,2015,48,82.05128205,67.76776777,0,-4.023,1,6.822916667,0.630459127,0.00409,9.824150059,56.21788284,125.004,pop,2.66155
avicii,waiting for love,230613,FALSE,2015,79,59.38461538,73.67367367,6,-3.863,0,9.149305556,34.71444569,0,23.21219226,63.00102775,127.999,pop,3.84355
felix jaehn,ain't nobody (loves me better) (feat. jasmine thompson),186146,FALSE,2018,72,79.79487179,56.65665666,2,-6.959,0,5.399305556,75.25195969,0.000197,8.182883939,49.22918808,117.971,hip hop,3.102433333
taylor swift,wildest dreams,220440,FALSE,2014,78,56.71794872,66.46646647,8,-7.417,1,12.86458333,7.939529675,0.0056,12.42672919,47.995889,140.06,pop,3.674
the weeknd,in the night,235653,TRUE,2015,0,49.23076923,68.26826827,7,-4.94,1,22.56944444,7.793952968,0,5.427901524,52.004111,167.939,pop,3.92755
pitbull,time of our lives,229360,TRUE,2014,80,73.94871795,80.28028028,1,-5.797,1,10.12152778,10.31354983,0,81.35990621,74.40904419,124.022,hip hop,3.822666667
galantis,runaway (u & i),227073,FALSE,2015,74,51.8974359,80.58058058,1,-4.119,1,8.142361111,0.796192609,0.00193,10.03516999,39.36279548,126.008,pop,3.78455
rihanna,bitch better have my money,219305,TRUE,2015,73,80.1025641,72.87287287,1,-4.981,1,10.78125,5.699888018,1.94E-06,30.12895662,40.59609455,102.99,hip hop,3.655083333
zara larsson,lush life,202213,FALSE,2015,0,67.48717949,74.17417417,7,-2.86,0,9.305555556,15.78947368,0,22.15709261,81.08941418,98.024,pop,3.370216667
one direction,drag me down,192120,FALSE,2015,79,74.87179487,70.37037037,0,-5.672,0,6.40625,12.20604703,0,7.702227433,61.15107914,138.113,pop,3.202
travis scott,antidote,262693,TRUE,2015,73,73.12820513,52.65265265,1,-5.046,1,5.555555556,0.858902576,0.000148,14.53692849,13.4635149,131.05,hip hop,4.378216667
years & years,king,215360,FALSE,2015,0,57.33333333,84.88488488,4,-4.125,0,6.736111111,7.446808511,0,44.78311841,47.89311408,119.977,pop,3.589333333
demi lovato,confident,205745,TRUE,2015,64,60.92307692,74.97497497,3,-6.251,1,11.75347222,0.210526316,0.000139,10.18757327,35.35457348,130.064,pop,3.429083333
lemaitre,closer,270589,FALSE,2017,59,59.79487179,78.57857858,2,-3.991,0,5.850694444,0.134378499,0.0127,14.53692849,36.48509764,91.977,pop,4.509816667
selena gomez,same old love,229080,FALSE,2015,69,68.92307692,59.35935936,11,-4.01,0,5.277777778,2.497200448,0,25.08792497,45.01541624,98.02,pop,3.818
pia mia,do it again,207746,TRUE,2015,72,73.02564103,56.45645646,8,-6.527,1,8.159722222,2.978723404,0,10.24618992,42.24049332,95.95,pop,3.462433333
flo rida,my house,192190,FALSE,2015,76,70.56410256,70.27027027,7,-4.792,0,8.663194444,2.407614782,0,15.00586166,76.05344296,94.006,hip hop,3.203166667
silentó,watch me (whip / nae nae),185131,FALSE,2015,0,84,76.87687688,8,-8.522,1,23.26388889,26.20380739,0,39.15592028,99.07502569,139.982,hip hop,3.085516667
chris brown,ayo,225226,TRUE,2015,71,84.41025641,56.35635636,6,-5.095,1,7.690972222,4.468085106,0,9.976553341,70.09249743,98.031,hip hop,3.753766667
the strumbellas,spirits,203653,FALSE,2016,71,57.02564103,65.86586587,0,-6.075,1,4.600694444,18.36506159,0,13.24736225,80.88386434,80.529,rock,3.394216667
fetty wap,trap queen,222093,TRUE,2015,68,76.51282051,87.38738739,7,-3.803,1,22.22222222,2.732362822,0,41.50058617,83.96711202,148.075,hip hop,3.70155
beyoncé,11-Jul,213506,FALSE,2014,69,76.61538462,70.57057057,9,-5.137,0,21.875,1.433370661,0,14.77139508,57.55395683,136.024,pop,3.558433333
zara larsson,never forget you,213427,FALSE,2017,73,59.79487179,73.27327327,11,-5.728,0,7.934027778,0.349384099,9.86E-06,31.53575615,28.36587873,145.992,pop,3.557116667
jeremih,oui,238320,FALSE,2015,77,42.87179487,72.47247247,5,-3.724,1,16.73611111,23.85218365,0,13.13012896,62.07605344,78.521,hip hop,3.972
drake,hotline bling,267066,FALSE,2016,77,91.38461538,62.86286286,2,-7.863,1,9.565972222,0.288913774,0.00019,5.90855803,56.73175745,134.966,hip hop,4.4511
selena gomez,kill em with kindness,217906,FALSE,2015,64,77.64102564,88.48848849,10,-5.488,0,7.013888889,0.890257559,5.87E-05,11.40679953,40.90441932,120.012,pop,3.631766667
birdy,let it all go,280757,FALSE,2015,68,39.28205128,43.04304304,10,-8.644,1,5.243055556,91.4893617,1.04E-06,10.18757327,17.88283659,107.005,pop,4.679283333
the weeknd,can't feel my face,213520,FALSE,2015,79,72.30769231,76.97697698,9,-5.526,0,7.378472222,12.65397536,0,12.3094959,59.91778006,107.949,pop,3.558666667
saygrace,you don't own me (feat. g-eazy),199314,FALSE,2015,55,34.46153846,66.46646647,7,-5.68,1,17.70833333,18.58902576,1.31E-06,6.74091442,30.21582734,186.394,pop,3.3219
x ambassadors,renegades,195200,FALSE,2015,75,53.94871795,86.28628629,2,-6.003,1,15.71180556,1.612541993,0.0597,26.84642438,54.2651593,90.052,hip hop,3.253333333
r. city,locked away (feat. adam levine),227480,FALSE,2015,77,52.20512821,67.16716717,1,-5.709,1,11.77083333,34.04255319,0,5.2989449,56.52620761,118.413,pop,3.791333333
kygo,stole the show,223186,FALSE,2016,74,65.64102564,63.56356356,8,-7.565,0,39.23611111,30.34714446,0,37.39742087,48.81808839,100.034,pop,3.719766667
tame impala,the less i know the better,216320,TRUE,2015,83,65.64102564,74.07407407,4,-4.083,1,4.930555556,1.287793953,0.00678,19.57796014,80.67831449,116.879,metal,3.605333333
selena gomez,good for you,221560,TRUE,2015,0,61.53846154,67.66766767,5,-6.447,0,11.31944444,17.24524076,0,8.686987104,22.30215827,88.928,pop,3.692666667
fetty wap,my way (feat. monty),213053,TRUE,2015,55,76.71794872,74.17417417,6,-3.103,1,9.21875,0.469204927,0,17.23329426,55.19013361,128.077,hip hop,3.550883333
hozier,take me to church,241688,FALSE,2014,81,58.05128205,66.46646647,4,-5.303,0,8.055555556,70.99664054,0,13.59906213,44.91264132,128.945,Folk/Acoustic,4.028133333
taylor swift,style,231000,FALSE,2014,77,60.30769231,79.17917918,7,-5.595,1,6.979166667,0.274356103,0.00258,13.83352872,50.05138746,94.933,pop,3.85
alessia cara,here,199453,FALSE,2015,0,38.87179487,79.97997998,0,-4.031,1,28.29861111,9.003359462,0,9.296600234,36.89619733,120.892,pop,3.324216667
sam smith,"writing's on the wall - from ""spectre"" soundtrack",278987,FALSE,2015,66,26.76923077,30.23023023,5,-8.19,0,5.885416667,86.11422172,2.57E-06,10.11723329,9.075025694,81.418,pop,4.649783333
david guetta,bang my head (feat. sia & fetty wap),193333,FALSE,2015,47,61.43589744,86.98698699,0,-3.697,1,13.69791667,5.879059351,0.00719,12.07502931,60.94552929,108.061,hip hop,3.222216667
meek mill,all eyes on you (feat. chris brown & nicki minaj),223973,TRUE,2015,68,60.41025641,65.86586587,11,-5.288,0,35.24305556,2.709966405,0,13.83352872,25.79650565,77.521,hip hop,3.732883333
big sean,i don't fuck with you,284386,TRUE,2015,75,84.51282051,73.37337337,1,-5.474,1,10.64236111,4.0537514,0,38.10082063,40.59609455,97.972,hip hop,4.739766667
kygo,firestone,271640,FALSE,2016,76,72.20512821,63.46346346,11,-7.374,0,7.430555556,44.00895857,3.17E-05,11.16060961,42.24049332,113.927,pop,4.527333333
drake,jumpman,205879,TRUE,2015,0,87.48717949,55.85585586,1,-7.448,1,35.06944444,5.173572228,0,39.97655334,67.21479959,142.079,hip hop,3.431316667
petit biscuit,sunset lover,237792,FALSE,2015,71,80.30769231,46.74674675,6,-9.474,1,8.732638889,81.63493841,0.809,12.77842907,24.25488181,90.838,Dance/Electronic,3.9632
shawn mendes,stitches,206880,FALSE,2015,78,76.51282051,75.47547548,1,-6.684,1,11.73611111,1.70212766,0,5.697538101,76.6700925,149.882,pop,3.448
flo rida,"i don't like it, i love it (feat. robin thicke & verdine white)",224258,FALSE,2015,67,87.58974359,76.67667668,9,-4.697,0,24.47916667,2.709966405,0,9.296600234,80.57553957,118.004,hip hop,3.737633333
selena gomez,the heart wants what it wants,227373,FALSE,2014,64,63.17948718,78.97897898,7,-4.874,0,6.545138889,5.935050392,0,16.64712778,63.82322713,83.066,pop,3.78955
jack ü,where are ü now (with justin bieber),250285,FALSE,2015,74,44.30769231,78.17817818,4,-4.038,0,9.84375,4.591265398,4.21E-06,9.249706917,20.24665982,139.432,pop,4.171416667
ellie goulding,on my mind,213445,FALSE,2015,0,71.69230769,68.86886887,2,-6.607,0,9.0625,29.56326988,4.11E-06,10.11723329,76.25899281,154.943,pop,3.557416667
bryson tiller,don't,198293,TRUE,2015,78,78.46153846,35.63563564,11,-5.556,0,33.85416667,24.97200448,0,11.28956624,19.42446043,96.991,hip hop,3.304883333
rich homie quan,"flex (ooh, ooh, ooh)",176674,TRUE,2015,1,69.33333333,61.56156156,6,-7.534,0,8.611111111,4.300111982,0,39.97655334,90.75025694,163.993,hip hop,2.944566667
joel adams,please don't go,210580,FALSE,2015,71,52.61538462,76.87687688,4,-4.868,0,10.19097222,1.321388578,1.94E-05,34.46658851,24.15210689,84.264,R&B,3.509666667
zedd,i want you to know,238800,FALSE,2015,0,57.53846154,87.78778779,9,-2.215,0,11.44097222,0.695408735,8.11E-06,32.82532239,38.54059609,130.003,hip hop,3.98
jonas blue,fast car,212424,FALSE,2015,67,66.05128205,57.05705706,9,-6.994,1,9.027777778,54.19932811,0,35.05275498,54.16238438,113.945,pop,3.5404
børns,electric love,218173,FALSE,2015,0,38.25641026,85.88588589,6,-6.536,0,15.43402778,0.455767077,0.0016,30.01172333,62.17882837,120.063,rock,3.636216667
sigala,easy love,229813,FALSE,2018,66,69.74358974,94.29429429,9,-4.208,1,10.95486111,19.5968645,0.0013,13.71629543,66.49537513,123.976,pop,3.830216667
justin bieber,sorry,200786,FALSE,2015,80,67.07692308,76.07607608,0,-3.669,0,7.8125,8.924972004,0,35.05275498,42.1377184,99.945,pop,3.346433333
ariana grande,one last time,197266,FALSE,2014,79,64.41025641,59.35935936,8,-5.036,1,5.607638889,10.41433371,1.65E-06,11.25439625,10.68859198,125.026,pop,3.287766667
little mix,black magic,211773,FALSE,2015,1,79.69230769,89.68968969,4,-4.467,1,10.74652778,3.941769317,0,37.16295428,86.63926002,111.987,pop,3.52955
one direction,perfect,230333,FALSE,2015,77,66.35897436,82.38238238,2,-5.231,1,13.22916667,6.696528555,0,13.95076202,40.69886948,99.933,pop,3.838883333
years & years,shine,255506,FALSE,2015,55,68.41025641,71.67167167,1,-5.21,0,6.059027778,21.16461366,0,12.1922626,50.668037,108.002,pop,4.258433333
meghan trainor,lips are movin,182666,FALSE,2015,70,79.48717949,82.58258258,7,-5.402,1,8.055555556,5.666293393,1.03E-06,13.01289566,97.63617677,139.091,pop,3.044433333
nicky jam,el perdón - forgiveness,206666,FALSE,2017,51,75.48717949,71.97197197,8,-3.839,1,6.197916667,28.66741321,0,10.65650645,67.42034943,90.013,latin,3.444433333
the weeknd,starboy,230453,TRUE,2016,0,69.84615385,59.45945946,7,-7.028,1,48.95833333,18.47704367,3.49E-06,15.70926143,54.98458376,186.054,pop,3.840883333
drake,one dance,173986,FALSE,2016,84,81.23076923,62.56256256,1,-5.609,1,9.305555556,0.868980963,0.0018,38.56975381,38.02672148,103.967,hip hop,2.899766667
justin bieber,love yourself,233720,FALSE,2015,0,62.46153846,37.83783784,4,-9.828,1,76.04166667,93.50503919,0,32.82532239,52.9290853,100.418,pop,3.895333333
the chainsmokers,closer,244960,FALSE,2016,83,76.71794872,52.45245245,8,-5.599,1,5.868055556,46.36058231,0,13.01289566,67.93422405,95.01,pop,4.082666667
adele,hello,295502,FALSE,2015,1,48.30769231,43.14314314,5,-6.129,0,5.9375,36.84210526,0,10.01172333,29.70195272,157.98,pop,4.925033333
desiigner,panda,246761,TRUE,2016,70,59.07692308,76.67667668,10,-4.943,0,77.95138889,3.13549832,1.68E-06,42.9073857,24.25488181,144.833,hip hop,4.112683333
burak yeter,tuesday (feat. danelle sandoval),241874,FALSE,2016,72,86.25641026,63.96396396,9,-6.052,0,11.94444444,1.746920493,0.0654,6.389214537,69.37307297,99.002,Dance/Electronic,4.031233333
sia,cheap thrills (feat. sean paul),224813,FALSE,2016,67,60.71794872,80.08008008,6,-4.931,0,37.32638889,6.282194849,2.01E-06,9.085580305,74.82014388,89.972,pop,3.746883333
onerepublic,wherever i go,169773,FALSE,2016,70,56.61538462,68.96896897,10,-6.444,0,7.378472222,10.24636058,0,31.65298945,35.8684481,99.961,pop,2.82955
rihanna,work,219320,TRUE,2016,75,74.35897436,53.45345345,11,-6.238,1,16.42361111,8.421052632,0,10.77373974,57.34840699,91.974,hip hop,3.655333333
coldplay,hymn for the weekend,258266,FALSE,2015,82,50.35897436,69.36936937,0,-6.487,0,6.545138889,23.62821948,6.92E-06,38.10082063,42.34326824,90.027,rock,4.304433333
justin timberlake,"can't stop the feeling! (from dreamworks animation's ""trolls"")",236001,FALSE,2016,76,68.30769231,83.08308308,0,-5.715,1,13.03819444,1.377379619,0,22.3915592,72.14799589,113.03,pop,3.93335
willow,wait a minute!,196520,FALSE,2015,86,78.35897436,70.57057057,3,-5.279,0,4.826388889,4.154535274,1.94E-05,11.05509965,69.0647482,101.003,pop,3.275333333
desiigner,tiimmy turner,239853,TRUE,2016,67,61.84615385,72.57257257,6,-3.054,1,6.822916667,19.48488242,0,9.214536928,31.24357657,122.803,hip hop,3.99755
g-eazy,"me, myself & i",251466,TRUE,2015,77,77.53846154,67.46746747,0,-6.518,0,16.64930556,2.060470325,0,18.52286049,39.97944502,111.995,hip hop,4.1911
